n0_r0,n0_r1,n0_r2,n1_r0,n1_r1,n1_r2,n2_r0,n2_r1,n2_r2,n3_r0,n3_r1,n3_r2,n4_r0,n4_r1,n4_r2,n5_r0,n5_r1,n5_r2,n6_r0,n6_r1,n6_r2,n7_r0,n7_r1,n7_r2,n8_r0,n8_r1,n8_r2,n9_r0,n9_r1,n9_r2,na_r0,na_r1,na_r2,nb_r0,nb_r1,nb_r2
0.00,0.00,1.15,0.36,0.11,0.22,0.00,0.28,0.58,0.00,0.17,0.00,0.43,0.00,0.00,0.10,0.00,0.03,0.00,0.30,0.00,0.00,0.37,0.00,0.51,0.31,0.01,0.00,0.18,0.00,0.92,0.00,0.00,0.38,0.00,0.04
0.02,0.00,1.17,0.52,0.32,0.33,0.00,0.05,0.52,0.87,0.23,0.00,0.75,0.00,0.00,0.24,0.00,0.00,0.00,0.23,0.00,0.53,0.00,0.00,0.02,0.00,0.28,0.00,0.00,0.00,0.91,0.20,0.00,0.00,0.00,0.17
0.25,0.00,0.98,0.86,0.22,0.00,0.00,0.00,0.52,1.11,0.00,0.00,1.07,0.31,0.00,0.19,0.00,0.00,0.00,0.00,0.02,0.52,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.74,0.08,0.00,0.00,0.00,0.00
0.27,0.00,0.85,0.91,0.34,0.00,0.46,0.14,0.40,1.04,0.00,0.00,1.15,0.00,0.00,0.45,0.10,0.00,0.01,0.17,0.25,0.04,0.00,0.22,0.00,0.00,0.09,0.00,0.00,0.00,0.44,0.00,0.03,0.11,0.00,0.00
0.27,0.05,0.87,1.15,0.24,0.00,0.66,0.12,0.00,1.17,0.00,0.00,1.05,0.00,0.00,0.44,0.00,0.00,0.00,1.00,0.06,0.00,0.00,0.39,0.00,0.33,0.00,0.00,0.00,0.00,0.77,0.00,0.00,0.48,0.48,0.00
0.45,0.44,0.81,1.34,0.40,0.31,0.67,0.00,0.09,1.29,0.48,0.26,0.89,0.00,0.04,0.00,0.00,0.00,0.00,0.88,0.00,0.21,0.04,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.00,0.00,0.65,0.65,0.28
0.63,0.19,0.74,1.13,0.00,0.46,0.56,0.00,0.00,1.19,0.44,0.33,0.00,0.00,0.29,0.01,0.00,0.00,0.00,0.46,0.00,0.18,0.00,0.60,0.00,0.00,0.03,0.00,0.00,0.12,0.99,0.00,0.00,0.54,0.00,0.22
0.42,0.00,0.73,1.01,0.00,0.27,0.00,0.00,0.00,1.15,0.12,0.12,0.08,0.00,0.52,0.18,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.08,0.09,0.13,0.00,0.00,0.75,0.00,0.00,0.54,0.00,0.05
0.00,0.08,0.75,0.92,0.00,0.13,0.28,0.00,0.21,1.04,0.89,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.03,0.22,0.17,0.12
0.35,0.91,0.70,0.00,0.00,0.00,0.36,0.00,0.54,0.00,0.80,0.00,0.00,0.07,0.13,0.33,0.00,0.13,0.00,0.11,0.00,0.04,0.90,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.20,0.00,0.00
0.26,0.88,0.63,0.00,0.00,0.33,0.00,0.00,0.55,0.39,0.64,0.00,0.34,0.00,0.00,0.39,0.25,0.48,0.28,0.48,0.00,0.40,0.98,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00
0.05,0.68,0.16,0.08,0.00,0.03,0.00,0.01,0.42,0.71,0.33,0.00,0.30,0.00,0.00,0.24,0.16,0.06,0.56,0.38,0.01,0.50,1.10,0.00,0.00,0.00,0.00,0.08,0.06,0.16,0.15,0.00,0.00,0.00,0.00,0.00
0.33,0.12,0.63,0.00,0.00,0.00,0.16,0.55,0.45,1.00,0.00,0.00,0.00,0.00,0.00,0.24,0.39,0.00,0.48,0.05,0.14,0.39,1.21,0.00,0.00,0.10,0.00,0.00,0.00,0.27,0.12,0.00,0.00,0.00,0.00,0.00
0.13,0.65,0.81,0.00,0.24,0.10,0.29,0.39,0.55,1.15,0.00,0.00,0.30,0.00,0.00,0.31,0.93,0.00,0.00,0.28,0.00,0.27,1.16,0.00,0.09,0.22,0.00,0.00,0.00,0.07,0.00,0.06,0.00,0.00,0.00,0.00
0.00,0.87,0.70,0.00,0.09,0.34,0.29,0.00,0.71,1.12,0.00,0.00,0.51,0.00,0.00,0.37,0.83,0.00,0.00,0.18,0.00,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.30,0.00
0.00,0.84,0.68,0.00,0.12,0.29,0.41,0.00,0.91,1.02,0.00,0.00,0.39,0.20,0.19,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.69,0.00
0.00,0.82,0.54,0.00,0.00,0.07,0.35,0.00,0.87,1.06,0.00,0.05,0.00,0.54,0.24,0.00,0.12,0.00,0.00,0.00,0.00,0.10,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.44,0.00
0.00,0.08,0.40,0.00,0.00,0.00,0.00,0.00,0.67,1.09,0.99,0.57,0.00,0.41,0.13,0.31,0.03,0.11,0.00,0.00,0.00,0.04,0.95,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.40,0.00,0.06,0.00,0.51,0.00,0.61,1.10,1.27,0.47,0.04,0.50,0.06,0.17,0.35,0.00,0.00,0.00,0.00,0.05,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46
0.00,0.00,0.74,0.00,0.00,0.00,1.06,0.00,0.61,0.05,1.27,0.00,0.02,0.81,0.09,0.00,0.15,0.00,0.00,0.51,0.00,0.03,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.03,0.43
0.00,0.00,0.90,0.00,0.00,0.00,1.17,0.00,0.59,0.00,1.18,0.00,0.18,0.81,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.25,0.31,0.34
0.00,0.00,0.49,0.00,0.06,0.00,1.23,0.00,0.56,0.21,1.14,0.00,0.40,0.37,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.00,0.23,0.00,0.28
0.00,0.00,0.26,0.00,0.03,0.00,1.22,0.00,0.22,0.25,1.00,0.00,0.24,0.19,0.00,0.05,0.41,0.00,0.23,0.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.15,0.00,0.00
0.00,0.00,0.29,0.00,0.49,0.00,1.21,0.00,0.25,0.00,0.00,0.00,0.47,0.00,0.00,0.35,0.06,0.15,0.00,0.00,0.63,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.58,0.00
0.45,0.00,0.41,0.00,0.77,0.00,1.30,0.00,0.19,0.00,0.00,0.00,0.72,0.00,0.00,0.14,0.00,0.21,0.17,0.00,0.44,0.00,0.12,0.09,0.46,0.29,0.22,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.36,0.00
0.52,0.00,0.26,0.00,0.51,0.00,1.39,0.00,0.17,0.00,0.00,0.00,0.57,0.00,0.00,0.17,0.00,0.00,0.33,0.00,0.19,0.00,0.00,0.07,0.24,0.41,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00
0.45,0.00,0.00,0.00,0.05,0.00,1.56,0.30,0.06,0.00,0.06,0.18,0.00,0.22,0.00,0.60,0.00,0.00,0.00,0.26,0.00,0.00,0.01,0.11,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.25,0.03,0.04,0.00
0.26,0.00,0.00,0.00,0.23,0.00,1.56,0.00,0.27,0.05,0.00,0.23,0.36,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.20,0.13,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.19,0.11,0.00,0.18
0.38,0.00,0.00,0.00,0.00,0.00,1.45,0.00,0.39,0.25,0.00,0.26,0.23,0.00,0.00,0.73,0.47,0.00,0.00,0.00,0.00,0.25,0.00,0.50,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.54
0.56,0.00,0.16,0.00,0.00,0.45,1.35,0.00,0.29,0.18,0.07,0.00,0.00,0.00,0.00,0.61,0.11,0.00,0.07,0.00,0.18,0.00,0.30,0.63,0.52,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.29,0.00,0.73
0.57,0.00,0.34,0.00,0.00,0.59,1.33,0.00,0.44,0.25,0.46,0.25,0.19,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.38,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.67
0.00,0.00,0.14,0.00,0.00,0.57,0.00,0.00,0.35,0.82,0.18,0.33,0.45,0.90,0.00,0.25,0.00,0.00,0.11,0.00,0.00,0.18,0.00,0.24,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64
0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.08,0.00,1.17,0.00,0.45,0.50,0.91,0.00,0.26,0.00,0.02,0.16,0.17,0.00,0.30,0.14,0.56,0.00,0.13,0.43,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.62
0.00,0.00,0.00,0.00,0.10,0.25,0.00,0.41,0.12,1.47,0.31,0.61,0.40,0.66,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.17,0.44,0.69,0.00,0.02,0.35,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.42
0.00,0.36,0.17,0.00,0.56,0.00,0.00,0.23,0.00,1.70,0.50,0.71,0.45,0.00,0.00,0.12,0.00,0.00,0.00,0.25,0.09,0.00,0.19,0.26,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00
0.00,0.42,0.20,0.00,0.81,0.00,0.00,0.13,0.00,1.71,0.80,0.71,0.67,0.57,0.33,0.05,0.00,0.11,0.00,0.34,0.00,0.00,0.18,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.17,0.00,0.00,0.75,0.00,0.02,0.00,0.00,1.59,1.05,0.58,0.58,0.88,0.37,0.00,0.00,0.01,0.00,0.42,0.00,0.00,0.52,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.28,0.07,0.10,0.00,0.00,0.10,0.03,0.00,0.00,1.51,1.29,0.46,0.15,0.86,0.08,0.28,0.30,0.00,0.02,0.44,0.08,0.00,0.60,0.42,0.00,0.13,0.39,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00
0.00,0.15,0.00,0.18,0.00,0.55,0.00,0.00,0.00,1.38,1.14,0.40,0.55,0.79,0.00,0.32,0.00,0.00,0.00,0.09,0.58,0.00,0.18,0.52,0.17,0.00,0.40,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.58,0.00,0.76,0.24,0.00,0.00,1.19,0.84,0.24,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.68,0.00,0.24,0.44,0.00,0.00,0.40,0.00,0.00,0.01,0.13,0.00,0.00,0.00,0.25,0.00
0.00,0.00,0.00,0.71,0.00,0.64,0.10,0.00,0.00,0.13,0.01,0.18,0.87,0.00,0.00,0.00,0.23,0.00,0.00,0.55,0.90,0.00,0.39,0.45,0.21,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00
0.00,0.10,0.00,0.88,0.00,0.55,0.23,0.00,0.00,0.00,0.10,0.00,0.71,0.00,0.00,0.24,0.14,0.00,0.00,1.10,1.06,0.00,0.33,0.22,0.03,0.31,0.00,0.00,0.12,0.10,0.00,0.00,0.00,0.06,0.00,0.00
0.00,0.00,0.00,0.60,0.11,0.57,0.42,0.00,0.00,0.28,0.00,0.03,0.00,0.00,0.02,0.38,0.00,0.00,0.02,1.34,0.97,0.08,0.03,0.00,0.00,0.13,0.16,0.00,0.03,0.00,0.60,0.00,0.00,0.11,0.00,0.00
0.00,0.32,0.00,0.00,0.10,0.60,0.70,0.00,0.00,0.28,0.00,0.22,0.00,0.00,0.00,0.33,0.00,0.00,0.37,1.07,0.62,0.00,0.00,0.00,0.00,0.02,0.24,0.00,0.00,0.00,0.85,0.00,0.52,0.00,0.43,0.00
0.00,0.09,0.00,0.00,0.00,0.49,0.81,0.00,0.00,0.04,0.40,0.10,0.00,0.00,0.00,0.81,0.00,0.40,0.43,0.77,0.24,0.00,0.71,0.00,0.10,0.02,0.09,0.00,0.00,0.00,1.23,0.36,0.34,0.00,0.63,0.00
0.05,0.21,0.00,0.00,0.00,0.61,0.49,0.39,0.00,0.43,0.23,0.00,0.00,0.26,0.21,1.00,0.02,0.63,0.01,0.00,0.00,0.00,1.04,0.00,0.00,0.06,0.00,0.00,0.00,0.00,1.47,0.05,0.19,0.00,0.51,0.00
0.39,0.60,0.00,0.00,0.00,0.81,0.00,0.77,0.00,0.57,0.11,0.35,0.17,0.63,0.11,0.91,0.04,0.52,0.00,0.31,0.00,0.39,0.99,0.37,0.00,0.49,0.00,0.00,0.57,0.00,1.69,0.13,0.00,0.14,0.01,0.00
0.77,0.35,0.00,0.00,0.04,0.89,0.00,1.01,0.29,0.76,0.30,0.84,0.45,0.41,0.00,0.94,0.01,0.50,0.00,0.26,0.00,0.24,0.96,0.83,0.07,0.31,0.00,0.00,0.56,0.00,1.95,0.94,0.00,0.31,0.00,0.00
0.94,0.00,0.00,0.00,0.00,0.92,0.05,1.05,0.44,0.96,0.00,1.18,0.35,0.00,0.00,1.09,0.00,0.45,0.00,0.17,0.00,0.28,1.03,0.87,0.00,0.00,0.24,0.00,0.00,0.00,1.98,1.25,0.38,0.36,0.00,0.00
0.94,0.00,0.00,0.07,0.00,0.74,0.52,0.91,0.47,0.97,0.00,1.26,0.50,0.00,0.00,1.22,0.00,0.39,0.00,0.47,0.00,0.61,0.25,0.55,0.00,0.23,0.29,0.00,0.00,0.14,2.02,1.41,0.60,0.00,0.00,0.00
0.89,0.00,0.00,0.00,0.04,0.51,0.61,0.00,0.31,0.85,0.32,1.35,0.98,0.09,0.00,1.19,0.20,0.00,0.00,0.47,0.07,0.38,0.08,0.38,0.00,0.12,0.06,0.14,0.11,0.05,1.93,1.38,0.49,0.00,0.00,0.00
0.99,0.24,0.00,0.00,0.37,0.00,0.32,0.00,0.00,0.32,0.65,1.30,0.98,0.05,0.00,1.14,0.70,0.00,0.00,0.21,0.23,0.07,0.40,0.33,0.00,0.08,0.00,0.35,0.40,0.00,1.85,1.18,0.42,0.30,0.00,0.00
1.18,0.36,0.00,0.00,0.31,0.13,0.00,0.00,0.00,0.44,0.94,1.23,0.82,0.00,0.00,0.09,0.99,0.17,0.10,0.78,0.35,0.33,0.28,0.00,0.00,0.00,0.29,0.60,0.00,0.00,1.95,1.29,0.19,0.72,0.08,0.06
1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.96,1.20,0.54,0.21,0.05,0.14,0.83,0.09,0.00,1.35,0.17,0.00,0.23,0.00,0.00,0.10,0.56,0.67,0.00,0.00,2.06,1.47,0.00,0.80,0.54,0.48
1.25,0.30,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.83,1.00,0.68,0.11,0.03,0.31,0.77,0.00,0.00,1.31,0.00,0.00,0.44,0.00,0.00,0.36,0.65,0.56,0.00,0.05,2.23,1.56,0.00,0.63,0.92,0.44
1.05,0.79,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.31,0.79,0.65,0.00,0.00,0.50,0.70,0.00,0.00,0.97,0.00,0.00,0.29,0.00,0.00,0.30,0.47,0.28,0.00,0.00,2.36,1.59,0.00,0.61,1.09,0.14
0.00,1.03,0.15,0.39,0.00,0.00,0.49,0.00,0.00,0.47,0.23,0.64,0.00,0.05,0.00,0.85,0.68,0.13,0.00,0.70,0.11,0.00,0.11,0.00,0.00,0.10,0.13,0.26,0.31,0.00,2.48,1.58,0.00,0.00,0.97,0.00
0.00,0.79,0.33,0.15,0.00,0.00,0.50,0.03,0.00,0.62,0.21,0.61,0.00,0.15,0.00,0.84,0.51,0.29,0.00,0.00,0.44,0.00,0.39,0.00,0.00,0.07,0.00,0.34,0.39,0.00,2.51,1.64,0.00,0.00,0.00,0.00
0.00,0.00,0.16,0.00,0.33,0.06,0.14,0.00,0.00,0.59,0.41,0.68,0.03,0.03,0.00,0.74,0.00,0.10,0.06,0.41,0.52,0.00,0.21,0.00,0.00,0.01,0.00,0.00,0.65,0.00,2.50,1.73,0.00,0.32,0.10,0.19
0.65,0.00,0.00,0.00,0.35,0.43,0.00,0.00,0.00,0.00,0.36,0.73,0.00,0.21,0.00,0.40,0.12,0.00,0.23,0.96,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.00,2.67,1.90,0.00,0.28,0.07,0.10
1.06,0.85,0.00,0.14,0.11,0.26,0.00,0.19,0.00,0.00,0.00,0.71,0.41,0.34,0.00,0.41,0.30,0.00,0.00,1.08,0.07,0.00,0.29,0.00,0.00,0.59,0.00,0.00,0.78,0.07,2.79,2.02,0.00,0.01,0.01,0.00
1.06,1.04,0.01,0.13,0.00,0.06,0.04,0.15,0.20,0.00,0.00,0.65,0.38,0.34,0.11,0.07,0.00,0.00,0.00,0.82,0.00,0.01,0.52,0.12,0.00,0.94,0.00,0.21,0.00,0.00,2.81,1.95,0.00,0.00,0.00,0.17
0.70,0.45,0.02,0.15,0.37,0.28,0.00,0.34,0.67,0.03,0.09,0.54,0.00,0.55,0.00,0.04,0.23,0.00,0.00,0.00,0.14,0.00,0.66,0.00,0.47,0.80,0.02,0.00,0.00,0.00,2.74,1.79,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.45,0.14,0.62,0.26,0.18,0.82,0.12,0.00,0.00,0.00,0.69,0.00,0.02,1.00,0.00,0.05,0.01,0.15,0.15,0.65,0.00,0.48,0.00,0.00,0.00,0.13,0.00,2.66,0.15,0.00,0.24,0.24,0.00
0.00,0.00,0.00,0.61,0.00,0.79,0.03,0.10,0.96,0.15,0.00,0.00,0.06,0.47,0.00,0.07,1.13,0.00,0.00,0.03,0.00,0.00,0.60,0.00,0.34,0.18,0.00,0.00,0.00,0.00,2.67,0.00,0.05,0.54,0.19,0.00
0.00,0.00,0.12,0.69,0.00,0.86,0.00,0.50,1.10,0.24,0.00,0.00,0.44,0.00,0.01,0.00,0.91,0.00,0.00,0.17,0.00,0.00,0.28,0.00,0.00,0.40,0.00,0.00,0.20,0.00,2.71,0.00,0.35,0.71,0.17,0.00
0.15,0.30,0.56,0.56,0.00,0.66,0.00,0.66,0.99,0.19,0.16,0.32,0.60,0.00,0.49,0.00,0.68,0.00,0.13,0.35,0.00,0.27,0.35,0.07,0.00,0.32,0.00,0.00,0.23,0.00,2.68,0.40,0.19,0.74,0.02,0.00
0.29,0.40,0.35,0.00,0.00,0.41,0.00,0.00,0.93,0.42,0.54,0.13,0.59,0.00,0.36,0.26,0.00,0.00,0.26,0.21,0.00,0.28,0.00,0.11,0.05,0.07,0.29,0.31,0.00,0.00,2.70,0.54,0.00,0.61,0.32,0.00
0.83,0.07,0.25,0.00,0.66,0.34,0.00,0.00,0.85,0.66,0.91,0.00,0.00,0.00,0.06,0.09,0.00,0.49,0.18,0.29,0.00,0.83,0.12,0.00,0.00,0.25,0.42,0.49,0.02,0.00,2.78,0.25,0.00,0.43,0.50,0.00
1.10,0.08,0.00,0.56,1.05,0.00,0.00,0.02,0.65,0.69,1.05,0.08,0.00,0.00,0.27,0.00,0.18,0.88,0.00,0.65,0.00,1.34,0.35,0.00,0.36,0.00,0.23,0.42,0.00,0.00,2.86,0.00,0.00,0.03,0.54,0.00
0.92,0.05,0.00,0.72,0.90,0.00,0.00,0.00,0.48,0.04,1.01,0.00,0.00,0.00,0.66,0.00,0.00,0.84,0.00,0.34,0.00,1.56,0.07,0.00,0.41,0.00,0.00,0.08,0.00,0.00,2.88,0.00,0.00,0.07,0.01,0.16
0.90,0.00,0.06,0.53,0.72,0.09,0.00,0.23,0.00,0.05,1.08,0.13,0.07,0.00,0.80,0.24,0.00,0.88,0.28,0.00,0.00,1.31,0.13,0.07,0.00,0.00,0.00,0.00,0.00,0.23,2.82,0.00,0.15,0.01,0.00,0.00
1.04,0.00,0.26,0.00,0.80,0.00,0.00,0.04,0.00,0.00,0.73,0.55,0.00,0.00,0.84,0.24,0.00,0.84,0.24,0.00,0.17,1.24,0.00,0.13,0.08,0.07,0.00,0.00,0.00,0.00,2.88,0.05,0.00,0.35,0.00,0.00
1.18,0.09,0.00,0.00,1.30,0.00,0.00,0.00,0.00,0.00,0.66,0.53,0.10,0.00,0.72,0.00,0.00,0.89,0.00,0.00,0.43,1.14,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,3.01,0.46,0.00,0.01,0.00,0.00
1.26,0.11,0.00,0.00,1.04,0.00,0.00,0.00,0.56,0.10,0.00,0.20,0.60,0.00,0.64,0.00,0.12,0.83,0.00,0.03,0.42,0.93,0.00,0.00,0.00,0.27,0.00,0.00,0.20,0.00,2.99,0.40,0.07,0.00,0.00,0.00
1.22,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.72,0.11,0.39,0.00,0.30,0.71,0.00,0.43,0.38,0.00,0.02,0.00,0.00,0.31,0.23,0.00,0.00,0.00,2.94,0.68,0.00,0.00,0.04,0.00
1.08,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.58,0.00,0.00,0.00,0.00,0.77,0.15,0.65,0.45,0.19,0.61,0.00,0.00,0.26,0.00,0.00,0.00,0.00,2.93,0.81,0.00,0.23,0.04,0.00
0.91,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.51,0.00,0.00,0.17,0.00,0.74,0.03,0.71,0.60,0.45,0.94,0.00,0.09,0.00,0.00,0.00,0.00,0.00,3.01,0.68,0.22,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.02,0.00,0.00,0.61,0.00,0.71,0.00,0.00,0.23,0.00,0.68,0.00,0.35,0.70,0.61,1.23,0.00,0.07,0.00,0.00,0.26,0.00,0.00,3.10,0.00,0.48,0.00,0.00,0.22
0.56,0.69,0.00,0.00,0.21,0.03,0.00,0.00,0.00,0.00,0.59,0.00,0.90,0.00,0.00,0.18,0.00,0.67,0.00,0.00,0.70,0.61,1.33,0.00,0.00,0.23,0.00,0.64,0.00,0.14,3.14,0.00,0.37,0.00,0.00,0.71
0.85,1.30,0.00,0.00,0.05,0.87,0.00,0.00,0.00,0.42,0.00,0.00,1.23,0.00,0.00,0.19,0.00,0.67,0.00,0.29,0.76,0.00,1.23,0.00,0.00,0.07,0.47,0.49,0.00,0.00,3.12,0.00,0.26,0.00,0.07,0.80
0.97,1.39,0.00,0.00,0.00,0.87,0.00,0.00,0.00,0.74,0.14,0.11,1.32,0.20,0.00,0.00,0.00,0.59,0.00,0.32,0.83,0.00,1.07,0.00,0.05,0.12,0.43,0.00,0.00,0.00,3.06,0.00,0.00,0.00,0.09,0.45
0.86,1.18,0.00,0.00,0.00,0.55,0.35,0.17,0.00,0.74,0.74,0.57,1.27,0.10,0.00,0.60,0.69,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.00,2.95,0.00,0.00,0.00,0.02,0.00
0.74,1.01,0.00,0.00,0.00,0.34,0.15,0.00,0.00,0.70,0.52,0.32,1.09,0.08,0.00,0.83,0.93,0.00,0.00,0.00,0.66,0.00,0.33,0.00,0.00,0.13,0.65,0.00,0.07,0.00,2.90,0.16,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.04,0.00,0.27,0.00,0.02,0.20,0.00,0.00,0.00,0.00,0.27,0.00,0.51,0.86,0.00,0.00,0.19,0.54,0.00,0.45,0.06,0.20,0.00,0.75,0.00,0.08,0.00,2.89,0.34,0.00,0.00,0.00,0.00
0.00,0.11,0.11,0.00,0.00,0.54,0.00,0.48,0.13,0.00,0.00,0.00,0.44,0.27,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.69,0.00,0.00,0.00,2.83,0.00,0.00,0.29,0.00,0.16
0.03,0.48,0.00,0.00,0.00,0.96,0.29,0.78,0.00,0.00,0.00,0.00,1.08,0.28,0.00,0.14,0.81,0.00,0.00,0.17,0.16,0.00,0.00,0.00,0.00,0.21,0.49,0.13,0.00,0.00,2.82,0.00,0.00,0.28,0.20,0.00
0.21,0.47,0.00,0.28,0.00,0.68,0.78,1.16,0.00,0.52,0.57,0.00,1.20,0.19,0.00,0.05,0.00,0.00,0.00,0.42,0.11,0.00,0.50,0.00,0.00,0.00,0.40,0.00,0.00,0.17,2.86,0.00,0.00,0.05,0.50,0.00
0.47,0.00,0.00,0.47,0.00,0.45,0.70,1.05,0.31,1.00,0.83,0.00,1.19,0.28,0.03,0.09,0.19,0.03,0.00,0.29,0.04,0.00,0.44,0.00,0.00,0.00,0.11,0.00,0.00,0.15,2.86,0.00,0.00,0.50,0.54,0.00
0.49,0.00,0.00,0.00,0.00,0.49,0.26,0.79,0.36,1.04,0.63,0.07,1.21,0.50,0.00,0.00,0.00,0.00,0.00,0.80,0.67,0.00,0.05,0.00,0.10,0.00,0.00,0.02,0.00,0.00,2.84,0.00,0.41,0.60,0.00,0.00
0.12,0.32,0.69,0.00,0.00,0.40,0.00,0.00,0.43,1.05,0.00,0.00,1.32,0.30,0.00,0.00,0.00,0.00,0.00,0.82,0.78,0.00,0.01,0.00,0.09,0.00,0.00,0.18,0.00,0.00,2.78,0.00,0.27,0.63,0.00,0.00
0.00,0.50,0.83,0.00,0.00,0.27,0.00,0.00,0.27,1.03,0.00,0.06,1.35,0.00,0.00,0.00,0.00,0.26,0.09,0.52,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,2.70,0.16,0.25,0.63,0.51,0.00
0.00,0.48,0.49,0.18,0.73,0.00,0.22,0.00,0.00,0.97,0.40,0.02,1.37,0.00,0.00,0.00,0.00,0.17,0.01,0.00,0.82,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,2.62,0.25,0.18,0.41,0.57,0.00
0.00,0.28,0.17,0.51,0.90,0.00,0.00,0.00,0.00,0.31,0.45,0.00,1.40,0.00,0.48,0.00,0.00,0.00,0.50,0.00,0.83,0.00,0.04,0.00,0.20,0.20,0.00,0.01,0.00,0.00,0.23,0.00,0.00,0.09,0.00,0.00
0.00,0.16,0.00,0.57,1.09,0.00,0.00,0.00,0.00,0.31,0.00,0.00,1.34,0.00,0.19,0.00,0.07,0.00,0.37,0.00,0.48,0.11,0.00,0.00,0.21,0.27,0.00,0.01,0.06,0.00,0.38,0.00,0.00,0.32,0.00,0.00
