,trig_ids,start_index,start_met,start_times,end_index,end_met,end_times,trig_dets
375,375,1659778,580904350.064273,2019-05-30 10:19:05,1659830,580904565.3635551,2019-05-30 10:22:40,"['n0_r0', 'n0_r1', 'n0_r2', 'n1_r0', 'n1_r1', 'n1_r2', 'n2_r0', 'n2_r1', 'n2_r2', 'n3_r0', 'n3_r1', 'n3_r2', 'n4_r0', 'n4_r1', 'n4_r2', 'n5_r0', 'n5_r1', 'n5_r2', 'n9_r0', 'n9_r1', 'n9_r2', 'na_r1', 'na_r2', 'nb_r1', 'nb_r2']"
376,376,1669162,580953497.748287,2019-05-30 23:58:12,1669191,580953612.4386599,2019-05-31 00:00:07,"['n0_r0', 'n1_r0', 'n2_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'nb_r0']"
377,377,1670742,580960528.508363,2019-05-31 01:55:23,1670777,580960671.871469,2019-05-31 01:57:46,"['n1_r0', 'n2_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n8_r0']"
378,378,1675627,580980561.433328,2019-05-31 07:29:16,1675661,580980700.700114,2019-05-31 07:31:35,"['n0_r0', 'n0_r1', 'n1_r0', 'n1_r1', 'n2_r0', 'n2_r1', 'n3_r1', 'n5_r0', 'n5_r1']"
379,379,1679332,580996857.6839651,2019-05-31 12:00:52,1679354,580996947.797754,2019-05-31 12:02:22,"['n0_r0', 'n1_r0']"
380,380,1680231,581002008.2324309,2019-05-31 13:26:43,1680282,581002217.132676,2019-05-31 13:30:12,"['n3_r0', 'n4_r0', 'n6_r0', 'n7_r0', 'n9_r0', 'na_r0']"
381,381,1680286,581002233.516999,2019-05-31 13:30:28,1680442,581002879.67384,2019-05-31 13:41:14,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n7_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
382,382,1681326,581008120.149862,2019-05-31 15:08:35,1681424,581008521.565773,2019-05-31 15:15:16,"['n0_r0', 'n1_r0', 'n2_r0', 'n3_r0', 'n4_r0', 'n5_r0', 'n6_r0', 'n8_r0', 'n9_r0', 'na_r0', 'nb_r0']"
383,383,1681429,581008542.0461769,2019-05-31 15:15:37,1681436,581008570.71874,2019-05-31 15:16:05,"['n4_r0', 'n9_r0']"
384,384,1684660,581026219.382957,2019-05-31 20:10:14,1684711,581026428.473812,2019-05-31 20:13:43,"['n0_r0', 'n0_r1', 'n0_r2', 'n1_r0', 'n1_r1', 'n1_r2', 'n2_r1', 'n2_r2', 'n3_r0', 'n3_r1', 'n3_r2', 'n4_r0', 'n4_r1', 'n4_r2', 'n5_r0', 'n5_r1', 'n5_r2', 'n6_r0', 'n6_r1', 'n6_r2', 'n7_r1', 'n7_r2', 'n8_r0', 'n8_r1', 'n8_r2', 'n9_r1', 'na_r1', 'nb_r0', 'nb_r1']"
